"","X.link.","X.title.","X.time.","X.text."
"1000","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"I had a similar idea that I made a thread about it awhile ago, here were my thoughts then. Alright, so Sym and Torb are considered ""Builders"" when you have both of them it says too many builders or at least it used to. I purpose that we give them some other things to build besides a turret and ults for Symmetra.What if on the maps there were spots that a Sym or a torb can build something there, say for example after capturing Hanamura point A and the cliff side Symmetra can make a light bridge and Torb can make a jump pad to get over.Or On Eichenwalde the first choke point Torb can dig a tunnel (Dwarf joke) and Sym can add light steps to get over the building.Of course with CD's and duration of how long it can be up for and even maybe ways for the enemy team to destroy them.Or also all around the maps they can both construct waist high cover that lasts for a minute or such, and they share spots so can't just have two and spam it.Make them builders and not just turret placers.Or not, idc."
"1001","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"That would be cool but it still feels very defensive and map specific. I feel like she needs a real and more direct support ability. I still prefer the idea of rez-type ability on her like a 1 charge TP instead of a six charges ultimate TP. Though with Mercy's rez, game might last forever but if that happens then at least we can say Symm is doing her job as a real Support."
"1002","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"That idea is in the forums since months and months among others.The devs already have enough input to make 10 different Symmetra-reworks, they just need to start moving."
"1003","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"Yes jump pads please and when I destroy one I will utter this.https://www.youtube.com/watch?v=CpuAg9vjDH8"
"1004","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"It dont need to replace turrets. It could work as moira orb: shift and left is turret, shift and right jumppad, shift and shift cancel"
"1005","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"Honestly I get the feeling Moira's purpose was to replace Symettra in the first place."
"1006","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"Could you build more than 1 jump pad at a time. Build 4 jump pads really close together and have an all melee deathmatch just using the jump pads as trampolines"
"1007","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"12/22/2017 03:41 AMPosted by SporkKnifeI had a similar idea that I made a thread about it awhile ago, here were my thoughts then. Alright, so Sym and Torb are considered ""Builders"" when you have both of them it says too many builders or at least it used to. I purpose that we give them some other things to build besides a turret and ults for Symmetra.What if on the maps there were spots that a Sym or a torb can build something there, say for example after capturing Hanamura point A and the cliff side Symmetra can make a light bridge and Torb can make a jump pad to get over.Or On Eichenwalde the first choke point Torb can dig a tunnel (Dwarf joke) and Sym can add light steps to get over the building.Of course with CD's and duration of how long it can be up for and even maybe ways for the enemy team to destroy them.Or also all around the maps they can both construct waist high cover that lasts for a minute or such, and they share spots so can't just have two and spam it.Make them builders and not just turret placers.Or not, idc.I like that idea. Would be cool to see them be able to build more things that can help your team in other ways then just damaging and killing the other team."
"1008","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"12/22/2017 03:54 AMPosted by syncerrorThat idea is in the forums since months and months among others.The devs already have enough input to make 10 different Symmetra-reworks, they just need to start moving.My mistake, I don't really visit the forums often and didn't see it in recent topics. I hope they are working on something good for her and have yet to announce it."
"1009","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"12/22/2017 04:04 AMPosted by EvilLordMrFIt dont need to replace turrets. It could work as moira orb: shift and left is turret, shift and right jumppad, shift and shift cancelThis would work for me. It's just that whenever I play Symmetra now I feel like I'm better of not bothering to place the turrets because they get destroyed instantly by the orb. You also can't replace them with new ones since either that same orb destroys it again on its way back or Moira just casts a new one."
"1010","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"Fortnite battle royale question mark?? XD"
"1011","https://us.battle.net/forums/en/overwatch/topic/20760666936","New Symmetra ability idea: Jump pad",NA,"12/22/2017 07:46 AMPosted by DaLatte101Fortnite battle royale question mark?? XDHehe, I'll build a mansion for my healers!"
"1027","https://us.battle.net/forums/en/","NA",NA,"https://us.battle.net/forums/en/"
"1151","https://us.battle.net/forums/en/overwatch/topic/20760826814","Which Overwatch Characters Are Neglected The Most?",NA,"OP is saying BUG FIXES, not hero changes. Bastion and Reaper don't have any bugs.Probably Genji with the hitbox on his Reflect. This has been happening forever."
"1152","https://us.battle.net/forums/en/overwatch/topic/20760826814","Which Overwatch Characters Are Neglected The Most?",NA,"Reaper.He was one of the first characters designed and he definitely feels like it.I know he got his life steal ""buff"" but it's not enough, other DPS still do his job better and have more utility.Most characters are good at all levels of play but not Reaper, once you hit diamond and beyond it's a struggle to make him work."
"1153","https://us.battle.net/forums/en/overwatch/topic/20760826814","Which Overwatch Characters Are Neglected The Most?",NA,"Mei just did get a bug fixed, a bug that went on for so long everyone just figured it was intended."
"1172","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"My friend, Mercy is extremely overpower. Even if they remove her rez altogther she would be better choice than ana and zen and lucio in most rank."
"1173","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"12/22/2017 10:53 AMPosted by CoulumboMercy is a must pick... in the OWL.People on ladder love to pretend they are living the pro meta.I dont think Mercy is mandatory in Diamond, but I do believe she is the strongest Support at this rank.Uhh she has a near 100% pickrate on ladder bud, it's borderline throwing to not pick her"
